part_id,panel_id,presence_work,presence_school,educational_attainment,region_nuts1,occupation,primary_vaccination_cycle,indirect_contacts
4089,3296,In-person work,,Bachelor or above,North-West,Employed,Yes,30
4090,1117,,,Upper Secondary,North-West,Retired,Yes,0
4091,3297,In-person work,,Upper Secondary,North-East,Employed,Yes,4
4092,3298,In-person work,,Bachelor or above,Centre,Employed,Yes,0
4093,1596,,,Upper Secondary,North-East,Retired,Yes,1
4094,711,,,Lower Secondary or below,South,Home/family care,Yes,25
4095,3299,,,Bachelor or above,South,Inactive,Yes,40
4096,3300,,,Upper Secondary,North-East,Retired,Yes,3
4097,1077,In-person work,,Lower Secondary or below,North-West,Employed,Yes,2
4098,3301,,,Upper Secondary,South,Retired,Yes,4
4099,3302,,,Upper Secondary,North-West,Retired,Yes,0
4100,3303,,,Upper Secondary,North-West,Retired,Yes,1
4101,2411,,,Lower Secondary or below,North-West,Retired,Yes,2
4102,3304,Remote work,,Upper Secondary,Islands,Employed,Yes,2
4103,3305,,,Upper Secondary,Islands,Retired,Yes,1
4104,3306,No work,,Upper Secondary,North-East,Employed,Yes,2
4105,3307,,,Upper Secondary,Islands,Inactive,No,1
4106,3308,No work,,Bachelor or above,South,Employed,Yes,12
4107,3309,,,Upper Secondary,Islands,Home/family care,Yes,1
4108,224,,,Bachelor or above,Islands,Retired,Yes,0
4109,3310,In-person work,,Upper Secondary,Centre,Employed,Yes,10
4110,3311,,No attendance,Lower Secondary or below,South,Student,No,1
4111,783,In-person work,,Lower Secondary or below,Islands,Employed,Yes,1
4112,1278,In-person work,,Upper Secondary,North-West,Employed,Yes,0
4113,2374,,,Lower Secondary or below,Islands,Retired,Yes,8
4114,1388,,,Upper Secondary,Islands,Home/family care,Yes,2
4115,3312,,,Upper Secondary,North-West,Retired,Yes,1
4116,1029,,,Lower Secondary or below,Islands,Home/family care,No,0
4117,3313,,,Upper Secondary,North-East,Retired,Yes,16
4118,1944,,,Upper Secondary,Centre,Retired,Yes,0
4119,3314,In-person work,,Bachelor or above,North-West,Employed,Yes,1
4120,494,,,Bachelor or above,North-East,Retired,Yes,4
4121,3315,,,Bachelor or above,Centre,Home/family care,Yes,11
4122,3316,In-person work,,Upper Secondary,Centre,Employed,Yes,2
4123,2012,,,Lower Secondary or below,North-West,Retired,Yes,3
4124,3317,,,Upper Secondary,South,Retired,Yes,15
4125,2117,In-person work,,Upper Secondary,North-East,Employed,Yes,1
4126,3318,In-person work,,Upper Secondary,Centre,Employed,Yes,3
4127,71,,In-person attendance,Lower Secondary or below,South,Student,Yes,25
4128,2183,,,Upper Secondary,South,Home/family care,Yes,1
4129,1677,In-person work,,Bachelor or above,North-West,Employed,Yes,4
4130,142,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,1
4131,1479,In-person work,,Lower Secondary or below,South,Employed,Yes,3
4132,1032,In-person work,,Bachelor or above,South,Employed,Yes,15
4133,670,In-person work,,Upper Secondary,North-East,Employed,Yes,40
4134,3319,In-person work,,Bachelor or above,North-West,Employed,Yes,25
4135,2034,,,Upper Secondary,North-East,Retired,Yes,1
4136,3320,,,Bachelor or above,North-West,Inactive,Yes,2
4137,3321,In-person work,,Bachelor or above,North-West,Employed,Yes,0
4138,3322,,,Upper Secondary,Islands,Retired,Yes,2
4139,3323,,,Lower Secondary or below,North-East,Retired,No,0
4140,3324,,In-person attendance,Upper Secondary,South,Student,Yes,2
4141,1534,In-person work,,Upper Secondary,North-East,Employed,Yes,4
4142,3325,In-person work,,Bachelor or above,South,Employed,Yes,2
4143,3326,In-person work,,Upper Secondary,North-East,Employed,No,5
4144,1752,,,Lower Secondary or below,North-West,Retired,Yes,4
4145,3327,In-person work,,Upper Secondary,South,Employed,Yes,2
4146,3328,In-person work,,Upper Secondary,North-East,Employed,Yes,5
4147,605,No work,,Upper Secondary,Islands,Employed,No,0
4148,3329,,,Upper Secondary,Centre,Retired,Yes,2
4149,3330,,,Upper Secondary,North-West,Inactive,Yes,5
4150,159,,,Upper Secondary,Islands,Retired,Yes,5
4151,1459,In-person work,,Bachelor or above,South,Employed,Yes,5
4152,3331,In-person work,,Upper Secondary,South,Employed,Yes,10
4153,307,In-person work,,Bachelor or above,North-East,Employed,Yes,15
4154,3332,,,Lower Secondary or below,Islands,Inactive,Yes,3
4155,3333,In-person work,,Lower Secondary or below,North-East,Employed,Yes,15
4156,3334,No work,,Upper Secondary,North-East,Employed,Yes,2
4157,3335,Remote work,,Upper Secondary,South,Employed,Yes,4
4158,3336,,,Bachelor or above,North-East,Inactive,Yes,2
4159,3337,In-person work,,Lower Secondary or below,North-West,Employed,Yes,1
4160,3338,In-person work,,Upper Secondary,North-East,Employed,Yes,20
4161,3339,,,Upper Secondary,Centre,Retired,Yes,4
4162,3340,In-person work,,Upper Secondary,South,Employed,Yes,10
4163,3341,,,Bachelor or above,North-West,Retired,Yes,0
4164,3342,,,Bachelor or above,Centre,Retired,Yes,45
4165,3343,,,Upper Secondary,North-East,Retired,Yes,0
4166,3344,In-person work,,Bachelor or above,Centre,Employed,Yes,2
4167,3345,In-person work,,Upper Secondary,North-West,Employed,Yes,5
4168,3346,Remote work,,Bachelor or above,North-East,Employed,Yes,6
4169,3347,No work,,Upper Secondary,Centre,Employed,Yes,8
4170,3348,No work,,Upper Secondary,North-East,Employed,No,20
4171,3349,In-person work,,Upper Secondary,North-East,Employed,Yes,0
4172,3350,In-person work,,Upper Secondary,South,Employed,Yes,9
4173,3351,,,Bachelor or above,Islands,Retired,Yes,0
4174,1721,,,Lower Secondary or below,Islands,Retired,Yes,1
4175,3352,In-person work,,Upper Secondary,Centre,Employed,Yes,6
4176,3353,No work,,Lower Secondary or below,North-West,Employed,Yes,0
4177,530,,,Upper Secondary,North-East,Retired,Yes,6
4178,3354,Remote work,,Upper Secondary,South,Employed,Yes,3
4179,1151,In-person work,,Lower Secondary or below,North-East,Employed,Yes,4
4180,176,,,Upper Secondary,North-West,Retired,Yes,5
4181,1881,,,Bachelor or above,North-West,Retired,Yes,7
4182,3355,,,Bachelor or above,North-West,Home/family care,Yes,3
4183,3356,In-person work,,Upper Secondary,South,Employed,Yes,3
4184,1363,,,Upper Secondary,Islands,Home/family care,Yes,3
4185,251,No work,,Bachelor or above,North-West,Employed,Yes,2
4186,1272,In-person work,,Upper Secondary,Centre,Employed,Yes,2
4187,3357,Remote work,,Upper Secondary,North-West,Employed,Yes,1
4188,3358,,,Bachelor or above,Centre,Retired,Yes,3
4189,2039,,,Bachelor or above,North-East,Retired,Yes,2
4190,3359,Remote work,,Upper Secondary,Centre,Employed,Yes,2
4191,3360,,,Upper Secondary,Islands,Inactive,Yes,6
4192,2187,Remote work,,Bachelor or above,North-East,Employed,Yes,20
4193,665,,In-person attendance,Lower Secondary or below,North-West,Employed,Yes,3
4194,3361,In-person work,,Upper Secondary,North-East,Employed,Yes,3
4195,3362,In-person work,,Upper Secondary,Islands,Employed,Yes,6
4196,696,,In-person attendance,Upper Secondary,Islands,Student,Yes,10
4197,3363,In-person work,,Upper Secondary,South,Employed,Yes,5
4198,2296,In-person work,,Bachelor or above,South,Employed,Yes,10
4199,1922,,,Bachelor or above,North-West,Retired,Yes,1
4200,3364,No work,,Bachelor or above,North-West,Employed,Yes,2
4201,3365,,,Lower Secondary or below,North-West,Retired,Yes,3
4202,801,Remote work,,Bachelor or above,North-West,Employed,Yes,1
4203,3366,,,Upper Secondary,Islands,Inactive,Yes,0
4204,3367,In-person work,,Upper Secondary,North-West,Employed,Yes,10
4205,3368,,,Bachelor or above,North-East,Retired,No,0
4206,3369,In-person work,,Bachelor or above,North-East,Employed,Yes,3
4207,3370,In-person work,,Bachelor or above,North-West,Employed,Yes,4
4208,1732,,,Upper Secondary,Centre,Retired,No,0
4209,1876,,,Upper Secondary,North-West,Home/family care,Yes,1
4210,1892,,,Upper Secondary,North-West,Retired,Yes,0
4211,3371,,,Upper Secondary,South,Inactive,Yes,30
4212,3372,In-person work,,Bachelor or above,North-West,Employed,Yes,5
4213,3373,Remote work,,Bachelor or above,North-East,Employed,Yes,3
4214,3374,In-person work,,Bachelor or above,Centre,Employed,Yes,8
4215,3375,In-person work,,Lower Secondary or below,North-East,Employed,Yes,1
4216,1946,,,Bachelor or above,North-West,Retired,Yes,2
4217,3376,Remote work,,Upper Secondary,North-West,Employed,Yes,1
4218,1057,,,Lower Secondary or below,Islands,Inactive,Yes,3
4219,3377,In-person work,,Upper Secondary,North-West,Employed,No,2
4220,3378,In-person work,,Lower Secondary or below,North-West,Employed,Yes,2
4221,3379,No work,,Upper Secondary,Islands,Employed,Yes,5
4222,3380,,,Lower Secondary or below,North-East,Retired,Yes,3
4223,2035,,,Lower Secondary or below,North-East,Retired,Yes,4
4224,1296,In-person work,,Bachelor or above,North-West,Employed,Yes,15
4225,3381,Remote work,,Bachelor or above,North-East,Employed,Yes,1
4226,1320,,,Upper Secondary,Islands,Home/family care,Yes,2
4227,2346,In-person work,,Lower Secondary or below,North-West,Employed,Yes,2
4228,2226,In-person work,,Bachelor or above,Islands,Employed,Yes,2
4229,2067,No work,,Upper Secondary,Islands,Employed,Yes,17
4230,3382,No work,,Bachelor or above,North-West,Employed,Yes,3
4231,3383,In-person work,,Upper Secondary,North-West,Employed,No,15
4232,3384,No work,,Bachelor or above,North-East,Employed,Yes,2
4233,1236,,,Lower Secondary or below,Islands,Retired,Yes,0
4234,2318,In-person work,,Bachelor or above,North-East,Employed,Yes,5
4235,3385,In-person work,,Bachelor or above,South,Employed,Yes,1
4236,3386,Remote work,,Upper Secondary,North-East,Employed,Yes,5
4237,3387,,,Upper Secondary,North-West,Retired,Yes,0
4238,3388,,,Lower Secondary or below,Centre,Home/family care,No,3
4239,3389,In-person work,,Upper Secondary,North-West,Employed,Yes,0
4240,3390,In-person work,,Bachelor or above,Islands,Employed,Yes,1
4241,1501,In-person work,,Bachelor or above,North-West,Employed,Yes,2
4242,1939,,,Upper Secondary,North-West,Retired,Yes,1
4243,3391,,,Upper Secondary,South,Inactive,Yes,2
4244,3392,,,Upper Secondary,North-West,Retired,Yes,1
4245,3393,In-person work,,Bachelor or above,South,Employed,Yes,0
4246,3394,,,Upper Secondary,South,Home/family care,Yes,1
4247,2180,In-person work,,Bachelor or above,Centre,Employed,Yes,30
4248,2085,In-person work,,Upper Secondary,South,Employed,Yes,8
4249,3395,In-person work,,Lower Secondary or below,North-West,Employed,Yes,1
4250,2240,,,Upper Secondary,South,Inactive,Yes,15
4251,3396,,,Lower Secondary or below,Islands,Employed,No,4
4252,3397,Remote work,,Bachelor or above,North-West,Employed,Yes,1
4253,648,In-person work,,Upper Secondary,North-West,Employed,Yes,1
4254,1684,,,Upper Secondary,South,Inactive,Yes,1
4255,744,,,Upper Secondary,Centre,Home/family care,Yes,2
4256,881,,,Upper Secondary,North-West,Home/family care,Yes,4
4257,3398,,,Lower Secondary or below,North-East,Retired,Yes,0
4258,1688,No work,,Upper Secondary,North-West,Employed,Yes,2
4259,3399,In-person work,,Bachelor or above,South,Employed,Yes,1
4260,3400,No work,,Bachelor or above,Islands,Employed,Yes,0
4261,2170,,,Bachelor or above,North-West,Retired,Yes,0
4262,3401,,,Upper Secondary,North-East,Retired,Yes,2
4263,3402,,,Upper Secondary,South,Retired,Yes,1
4264,3403,,,Upper Secondary,North-East,Retired,Yes,0
4265,3404,No work,,Upper Secondary,South,Employed,Yes,6
4266,3405,No work,,Bachelor or above,South,Employed,Yes,6
4267,1128,,,Upper Secondary,North-West,Home/family care,Yes,2
4268,3406,,,Lower Secondary or below,Centre,Inactive,Yes,0
4269,3407,No work,,Upper Secondary,South,Employed,Yes,3
4270,755,No work,,Upper Secondary,North-West,Employed,Yes,6
4271,1753,No work,,Upper Secondary,Centre,Employed,Yes,7
4272,3408,,,Upper Secondary,Centre,Retired,Yes,1
4273,2158,No work,,Upper Secondary,North-East,Employed,Yes,4
4274,2090,,,Lower Secondary or below,South,Home/family care,Yes,3
4275,3409,,,Upper Secondary,South,Retired,No,4
4276,3410,No work,,Upper Secondary,Centre,Employed,Yes,0
4277,3411,No work,,Upper Secondary,North-East,Employed,Yes,2
4278,2077,,,Upper Secondary,South,Inactive,Yes,2
4279,1148,,,Lower Secondary or below,North-West,Student,No,10
4280,3412,,,Lower Secondary or below,South,Retired,No,1
4281,3413,In-person work,,Upper Secondary,Centre,Employed,Yes,1
4282,2387,In-person work,,Lower Secondary or below,North-West,Employed,Yes,10
4283,3414,,,Upper Secondary,South,Home/family care,Yes,20
4284,751,No work,,Upper Secondary,North-West,Employed,Yes,10
4285,3415,No work,,Lower Secondary or below,North-East,Employed,No,3
4286,3416,,,Lower Secondary or below,North-West,Student,No,0
4287,3417,No work,,Upper Secondary,North-East,Employed,Yes,3
4288,3418,Remote work,,Bachelor or above,Centre,Employed,Yes,30
4289,1328,,,Lower Secondary or below,North-West,Student,Yes,3
4290,1365,No work,,Upper Secondary,South,Employed,Yes,1
4291,1225,,,Lower Secondary or below,North-East,Student,Yes,4
4292,1983,,,Lower Secondary or below,Centre,Retired,Yes,0
4293,3419,,,Upper Secondary,Centre,Retired,Yes,1
4294,3420,No work,,Lower Secondary or below,Centre,Employed,Yes,1
4295,3421,In-person work,,Bachelor or above,South,Employed,Yes,1
4296,3422,No work,,Bachelor or above,South,Employed,Yes,3
4297,3423,No work,,Upper Secondary,Centre,Employed,Yes,4
4298,3424,,,Upper Secondary,North-West,Home/family care,Yes,2
4299,3425,No work,,Bachelor or above,Centre,Employed,Yes,5
4300,399,In-person work,,Upper Secondary,South,Employed,Yes,0
4301,1354,No work,,Bachelor or above,North-East,Employed,Yes,4
4302,1345,,,Lower Secondary or below,Islands,Inactive,Yes,5
4303,3426,In-person work,,Bachelor or above,Centre,Employed,Yes,12
4304,3427,In-person work,,Bachelor or above,North-West,Employed,Yes,85
4305,3428,No work,,Bachelor or above,North-East,Employed,Yes,4
4306,3429,,,Bachelor or above,South,Inactive,Yes,4
4307,3430,No work,,Upper Secondary,Centre,Employed,Yes,1
4308,3431,No work,,Bachelor or above,North-West,Employed,Yes,7
4309,3432,No work,,Upper Secondary,Centre,Employed,Yes,1
4310,3433,,,Bachelor or above,South,Student,Yes,1
4311,3434,No work,,Bachelor or above,South,Employed,Yes,6
4312,3435,,,Lower Secondary or below,South,Inactive,No,0
4313,3436,No work,,Bachelor or above,North-West,Employed,Yes,11
4314,2353,No work,,Bachelor or above,North-West,Employed,No,4
4315,3437,No work,,Upper Secondary,South,Employed,Yes,3
4316,3438,In-person work,,Upper Secondary,North-East,Student,No,3
4317,3439,No work,,Bachelor or above,South,Employed,Yes,15
4318,3440,No work,,Lower Secondary or below,North-West,Employed,Yes,2
4319,3441,In-person work,,Upper Secondary,North-East,Employed,Yes,0
4320,1514,No work,,Upper Secondary,North-East,Employed,Yes,1
4321,943,,,Bachelor or above,North-West,Retired,Yes,2
4322,3442,,,Upper Secondary,North-West,Retired,No,2
4323,3443,No work,,Upper Secondary,Centre,Employed,Yes,0
4324,3444,,,Lower Secondary or below,North-West,Student,No,0
4325,2455,In-person work,,Bachelor or above,Centre,Employed,Yes,5
4326,3445,,,Lower Secondary or below,North-East,Student,Yes,0
4327,3446,In-person work,,Bachelor or above,South,Employed,Yes,1
4328,3447,No work,,Upper Secondary,North-East,Employed,Yes,4
4329,3448,In-person work,,Upper Secondary,North-West,Employed,Yes,0
4330,3449,,,Lower Secondary or below,Centre,Student,No,4
4331,404,,,Upper Secondary,North-West,Inactive,Yes,4
4332,1947,,,Upper Secondary,North-West,Retired,Yes,40
4333,3450,No work,,Lower Secondary or below,Centre,Employed,Yes,20
4334,3451,No work,,Upper Secondary,North-West,Employed,Yes,2
4335,3452,In-person work,,Bachelor or above,North-East,Employed,Yes,6
4336,885,No work,,Bachelor or above,South,Employed,Yes,1
4337,657,In-person work,,Upper Secondary,North-West,Employed,Yes,2
4338,3453,No work,,Lower Secondary or below,North-West,Employed,Yes,2
4339,3454,In-person work,,Bachelor or above,South,Employed,Yes,5
4340,2001,,,Lower Secondary or below,North-West,Retired,Yes,1
4341,3455,No work,,Upper Secondary,Islands,Employed,Yes,8
4342,407,In-person work,,Bachelor or above,South,Employed,Yes,0
4343,3456,In-person work,,Upper Secondary,Centre,Employed,Yes,4
4344,344,No work,,Upper Secondary,Centre,Employed,Yes,3
4345,1887,,,Upper Secondary,South,Home/family care,Yes,1
4346,3457,,,Upper Secondary,South,Inactive,Yes,0
4347,3458,,,Upper Secondary,South,Retired,Yes,12
4348,2357,In-person work,,Upper Secondary,Centre,Employed,Yes,5
4349,3459,,,Bachelor or above,Islands,Retired,Yes,2
4350,1855,,,Upper Secondary,South,Retired,Yes,30
4351,3460,,,Upper Secondary,North-West,Student,Yes,5
4352,3461,,,Upper Secondary,North-West,Inactive,Yes,0
4353,1389,In-person work,,Upper Secondary,Centre,Employed,Yes,50
4354,3462,,,Upper Secondary,Islands,Student,Yes,3
4355,130,No work,,Upper Secondary,North-East,Employed,Yes,2
4356,907,No work,,Upper Secondary,North-West,Employed,No,0
4357,3463,,,Bachelor or above,North-West,Retired,Yes,4
4358,3464,,,Upper Secondary,South,Inactive,Yes,1
4359,2386,No work,,Lower Secondary or below,North-West,Employed,Yes,3
4360,2146,No work,,Upper Secondary,South,Employed,Yes,60
4361,3465,,,Lower Secondary or below,North-West,Inactive,No,2
4362,1651,No work,,Upper Secondary,Centre,Employed,Yes,5
4363,2185,No work,,Bachelor or above,Centre,Employed,Yes,0
4364,1252,In-person work,,Bachelor or above,South,Employed,Yes,3
4365,3466,,,Bachelor or above,North-West,Retired,Yes,0
4366,3467,,,Upper Secondary,South,Inactive,Yes,1
4367,3468,No work,,Upper Secondary,South,Employed,Yes,1
4368,2255,No work,,Bachelor or above,Islands,Employed,Yes,0
4369,1384,,,Bachelor or above,North-East,Retired,Yes,1
4370,306,No work,,Bachelor or above,North-West,Employed,Yes,3
4371,3469,,,Upper Secondary,North-West,Home/family care,Yes,4
4372,1655,No work,,Bachelor or above,South,Employed,Yes,3
4373,1981,,,Lower Secondary or below,Islands,Home/family care,Yes,5
4374,1889,,,Lower Secondary or below,Centre,Retired,Yes,0
4375,1680,No work,,Upper Secondary,Centre,Employed,Yes,3
4376,3470,,,Upper Secondary,North-East,Retired,Yes,4
4377,727,,,Upper Secondary,North-East,Retired,Yes,2
